17	-0.593113
17.001	-0.775454
17.002	-1.06964
17.003	-1.34729
17.004	-1.54042
17.005	-1.6289
17.006	-1.6329
17.007	-1.58213
17.008	-1.42485
17.009	-1.1205
17.01	-0.734805
17.011	-0.307832
17.012	0.126095
17.013	0.459176
17.014	0.520182
17.015	0.344193
17.016	0.167806
17.017	0.190783
17.018	0.469183
17.019	0.790347
17.02	0.9521
17.021	1.00732
17.022	1.066
17.023	1.26683
17.024	1.58854
17.025	1.7359
17.026	1.60118
17.027	1.34311
17.028	1.12274
17.029	0.987256
17.03	0.925036
17.031	0.904599
17.032	0.900738
17.033	0.922942
17.034	0.985357
17.035	1.07541
17.036	1.13098
17.037	1.06772
17.038	0.904999
17.039	0.688771
17.04	0.427213
17.041	0.150764
17.042	-0.101465
17.043	-0.354413
17.044	-0.617801
17.045	-0.778964
17.046	-0.806219
17.047	-0.748734
17.048	-0.668498
17.049	-0.605818
17.05	-0.5675
17.051	-0.524796
17.052	-0.457386
17.053	-0.3875
17.054	-0.333444
17.055	-0.296666
17.056	-0.282945
17.057	-0.312186
17.058	-0.38808
17.059	-0.471687
17.06	-0.515026
17.061	-0.508968
17.062	-0.483565
17.063	-0.465937
17.064	-0.466131
17.065	-0.459447
17.066	-0.421473
17.067	-0.370176
17.068	-0.340419
17.069	-0.349434
17.07	-0.404976
17.071	-0.503081
17.072	-0.623624
17.073	-0.739788
17.074	-0.82546
17.075	-0.861233
17.076	-0.848424
17.077	-0.80493
17.078	-0.722304
17.079	-0.584473
17.08	-0.409623
17.081	-0.265073
17.082	-0.221202
17.083	-0.247297
17.084	-0.267316
17.085	-0.258919
17.086	-0.231634
17.087	-0.165713
17.088	-0.0345585
17.089	0.150151
17.09	0.421058
17.091	0.822462
17.092	1.16495
17.093	0.977982
17.094	0.455689
17.095	0.0861451
17.096	-0.00691931
17.097	0.0733005
17.098	0.245884
17.099	0.45505
17.1	0.563415
17.101	0.450679
17.102	0.261332
17.103	0.201487
17.104	0.292098
17.105	0.474625
17.106	0.742121
17.107	1.12044
17.108	1.48378
17.109	1.59818
17.11	1.49444
17.111	1.26079
17.112	0.940671
17.113	0.589641
17.114	0.23997
17.115	-0.0880884
17.116	-0.371769
17.117	-0.596542
17.118	-0.727493
17.119	-0.772545
17.12	-0.762732
17.121	-0.722682
17.122	-0.678785
17.123	-0.641409
17.124	-0.610075
17.125	-0.581956
17.126	-0.557869
17.127	-0.552068
17.128	-0.564782
17.129	-0.583821
17.13	-0.584527
17.131	-0.547336
17.132	-0.451166
17.133	-0.317968
17.134	-0.170957
17.135	-0.0260203
17.136	0.107084
17.137	0.229464
17.138	0.34264
17.139	0.447345
17.14	0.544269
17.141	0.63291
17.142	0.709071
17.143	0.760481
17.144	0.789655
17.145	0.80405
17.146	0.807878
17.147	0.80205
17.148	0.782328
17.149	0.754413
17.15	0.722617
17.151	0.689685
17.152	0.656584
17.153	0.62353
17.154	0.590594
17.155	0.557696
17.156	0.524765
17.157	0.491715
17.158	0.458242
17.159	0.420884
17.16	0.371363
17.161	0.290796
17.162	0.151859
17.163	-0.0327586
17.164	-0.236627
17.165	-0.411406
17.166	-0.519633
17.167	-0.518876
17.168	-0.438762
17.169	-0.29807
17.17	-0.0831029
17.171	0.201738
17.172	0.546935
17.173	0.939094
17.174	1.36127
17.175	1.80127
17.176	2.2221
17.177	2.54088
17.178	2.73279
17.179	2.79934
17.18	2.77249
17.181	2.69581
17.182	2.56847
17.183	2.33176
17.184	1.93565
17.185	1.42436
17.186	0.91367
17.187	0.509059
17.188	0.26573
17.189	0.179764
17.19	0.26355
17.191	0.473127
17.192	0.771499
17.193	1.11647
17.194	1.47117
17.195	1.79692
17.196	2.04851
17.197	2.20951
17.198	2.28937
17.199	2.24792
17.2	2.05155
17.201	1.75219
17.202	1.38629
17.203	0.979577
17.204	0.556103
17.205	0.139022
17.206	-0.233347
17.207	-0.503847
17.208	-0.64092
17.209	-0.674587
17.21	-0.644229
17.211	-0.563086
17.212	-0.45304
17.213	-0.306731
17.214	-0.0910065
17.215	0.196287
17.216	0.555008
17.217	0.984209
17.218	1.38893
17.219	1.68964
17.22	1.89427
17.221	2.02193
17.222	2.05196
17.223	1.90853
17.224	1.60839
17.225	1.24166
17.226	0.870612
17.227	0.530688
17.228	0.225892
17.229	-0.0561171
17.23	-0.293099
17.231	-0.427732
17.232	-0.450551
17.233	-0.416256
17.234	-0.373642
17.235	-0.346256
17.236	-0.328439
17.237	-0.298557
17.238	-0.251157
17.239	-0.190824
17.24	-0.119114
17.241	-0.0404622
17.242	0.0381925
17.243	0.107195
17.244	0.153534
17.245	0.176611
17.246	0.184956
17.247	0.168189
17.248	0.112915
17.249	0.0338314
17.25	-0.0465541
17.251	-0.112152
17.252	-0.146523
17.253	-0.149503
17.254	-0.141803
17.255	-0.137853
17.256	-0.149547
17.257	-0.174352
17.258	-0.187761
17.259	-0.189356
17.26	-0.180135
17.261	-0.150976
17.262	-0.101897
17.263	-0.0233624
17.264	0.123147
17.265	0.353604
17.266	0.625433
17.267	0.896806
17.268	1.11274
17.269	1.18231
17.27	1.03261
17.271	0.690738
17.272	0.27367
17.273	-0.153706
17.274	-0.575883
17.275	-0.960506
17.276	-1.25111
17.277	-1.45524
17.278	-1.62383
17.279	-1.75519
17.28	-1.79832
17.281	-1.75181
17.282	-1.67228
17.283	-1.58355
17.284	-1.48695
17.285	-1.37439
17.286	-1.19073
17.287	-0.848931
17.288	-0.370036
17.289	0.148938
17.29	0.658099
17.291	1.08862
17.292	1.34775
17.293	1.40882
17.294	1.17448
17.295	0.681828
17.296	0.130527
17.297	-0.345365
17.298	-0.637455
17.299	-0.80329
17.3	-0.931305
17.301	-1.00544
17.302	-0.985162
17.303	-0.86406
17.304	-0.635012
17.305	-0.309692
17.306	0.0916965
17.307	0.522983
17.308	0.948457
17.309	1.30968
17.31	1.49003
17.311	1.39834
17.312	0.991256
17.313	0.312318
17.314	-0.264555
17.315	-0.687625
17.316	-1.07031
17.317	-1.30929
17.318	-1.3722
17.319	-1.33945
17.32	-1.26192
17.321	-1.15932
17.322	-1.05333
17.323	-0.977957
17.324	-0.979078
17.325	-1.06534
17.326	-1.18329
17.327	-1.28387
17.328	-1.34739
17.329	-1.37558
17.33	-1.35167
17.331	-1.26241
17.332	-1.15637
17.333	-1.10817
17.334	-1.16762
17.335	-1.29185
17.336	-1.41897
17.337	-1.48381
17.338	-1.43036
17.339	-1.2932
17.34	-1.12753
17.341	-0.959749
17.342	-0.794008
17.343	-0.626282
17.344	-0.45161
17.345	-0.270743
17.346	-0.0913805
17.347	0.0680605
17.348	0.180605
17.349	0.244312
17.35	0.294836
17.351	0.354173
17.352	0.398927
17.353	0.370785
17.354	0.250234
17.355	0.179798
17.356	0.138836
17.357	0.0194429
17.358	-0.242613
17.359	-0.506854
17.36	-0.617262
17.361	-0.59471
17.362	-0.500724
17.363	-0.388989
17.364	-0.291241
17.365	-0.212883
17.366	-0.163838
17.367	-0.166373
17.368	-0.205255
