50	3.07931
50.02	3.20707
50.04	2.8616
50.06	2.53429
50.08	2.50903
50.1	2.69092
50.12	2.90642
50.14	2.98598
50.16	3.0432
50.18	3.14435
50.2	2.94756
50.22	2.74899
50.24	2.88685
50.26	3.05641
50.28	3.06362
50.3	3.1157
50.32	3.11243
50.34	2.99718
50.36	2.9374
50.38	2.77581
50.4	2.47482
50.42	2.36529
50.44	2.80424
50.46	4.41548
50.48	4.67463
50.5	4.55276
50.52	4.40718
50.54	4.06612
50.56	3.10055
50.58	3.16636
50.6	3.04006
50.62	2.77775
50.64	2.74834
50.66	2.94927
50.68	3.21525
50.7	3.26684
50.72	3.14388
50.74	3.14932
50.76	3.18849
50.78	2.97758
50.8	2.86791
50.82	2.97945
50.84	3.09038
50.86	3.08255
50.88	3.02465
50.9	3.0268
50.92	3.06959
50.94	3.25383
50.96	4.49693
50.98	4.35632
51	3.94783
51.02	3.53933
51.04	3.13084
51.06	2.72234
51.08	2.31384
51.1	1.90535
51.12	1.49686
51.14	1.08837
51.16	0.73929
51.18	0.73604
51.2	0.74549
51.22	0.874152
51.24	1.19402
51.26	1.59313
51.28	1.86972
51.3	2.03262
51.32	2.0451
51.34	1.96015
51.36	2.00299
51.38	2.13072
51.4	2.14289
51.42	1.91674
51.44	1.56354
51.46	1.35556
51.48	1.34086
51.5	1.39938
51.52	1.6907
51.54	2.23071
51.56	2.47649
51.58	2.09584
51.6	1.68378
51.62	1.64743
51.64	1.8317
51.66	2.17459
51.68	2.53608
51.7	2.87912
51.72	3.29652
51.74	3.76417
51.76	4.147
51.78	4.31377
51.8	4.34198
51.82	4.54835
51.84	4.75441
51.86	4.6009
51.88	4.28257
51.9	4.0757
51.92	3.71561
51.94	3.3528
51.96	3.33591
51.98	3.49419
52	4.10416
52.02	4.39757
52.04	4.07725
52.06	3.99166
52.08	3.60974
52.1	2.46731
52.12	1.94925
52.14	1.89162
52.16	1.77738
52.18	1.70757
52.2	1.64597
52.22	1.82812
52.24	2.47053
52.26	3.46322
52.28	3.84435
52.3	3.5898
52.32	3.27232
52.34	2.81718
52.36	2.87901
52.38	3.64691
52.4	4.33653
52.42	4.25133
52.44	3.88318
52.46	3.50925
52.48	3.46004
52.5	3.46593
52.52	3.47182
52.54	3.47771
52.56	3.4836
52.58	3.48949
52.6	3.49538
52.62	3.50127
52.64	3.50716
52.66	3.52593
52.68	3.59975
52.7	3.57961
52.72	3.64267
52.74	3.40911
52.76	3.10768
52.78	3.03106
52.8	3.08333
52.82	3.02853
52.84	2.65175
52.86	2.53821
52.88	2.71338
52.9	3.18718
52.92	3.85459
52.94	3.93151
52.96	3.54267
52.98	3.33856
53	3.4264
53.02	3.54973
53.04	3.53897
53.06	3.37256
53.08	3.11508
53.1	2.37291
53.12	2.06387
53.14	2.59896
53.16	2.82606
53.18	2.18639
53.2	1.37567
53.22	1.0482
53.24	1.24048
53.26	1.37576
53.28	1.19295
53.3	1.41331
53.32	1.80163
53.34	1.82226
53.36	2.28878
53.38	2.37656
53.4	2.36164
53.42	2.44409
53.44	2.81125
53.46	3.16379
53.48	3.35252
53.5	3.24646
53.52	2.82808
53.54	2.65983
53.56	3.06829
53.58	3.52112
53.6	3.45436
53.62	3.05572
53.64	2.77296
53.66	2.88563
53.68	2.95994
53.7	2.67873
53.72	2.51489
53.74	2.57048
53.76	2.67966
53.78	2.70833
53.8	2.93935
53.82	3.15346
53.84	3.17773
53.86	3.04173
53.88	3.07594
53.9	3.44932
53.92	3.62966
53.94	3.40191
53.96	3.3047
53.98	3.65627
54	3.8562
54.02	4.14085
54.04	4.1024
54.06	3.7805
54.08	3.67989
54.1	3.81642
54.12	3.9142
54.14	3.81901
54.16	3.3957
54.18	3.35082
54.2	2.81234
54.22	2.33806
54.24	2.61481
54.26	3.34607
54.28	3.5266
54.3	3.38425
54.32	3.60957
54.34	4.05447
54.36	4.34042
54.38	4.2531
54.4	3.94837
54.42	3.95084
54.44	4.41624
